,real,img,mag,time_stamp,tof,rsl,fsl
0,104.0,93.0,139.51702405083043,-4.984375,2.97113624082138,-78.86238621430492,-81.69141839409984
1,48.0,-9.0,48.83646178829912,-3.984375,2.97113624082138,-78.86238621430492,-81.69141839409984
2,-57.0,15.0,58.9406481131655,-2.984375,2.97113624082138,-78.86238621430492,-81.69141839409984
3,-171.0,200.0,263.13684652666944,-1.984375,2.97113624082138,-78.86238621430492,-81.69141839409984
4,-1166.0,884.0,1463.2197374283878,-0.984375,2.97113624082138,-78.86238621430492,-81.69141839409984
5,-8474.0,3386.0,9125.44092085418,0.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
6,-15280.0,7709.0,17114.528360431086,1.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
7,-16489.0,5966.0,17535.115539967224,2.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
8,-3701.0,-498.0,3734.354696597526,3.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
9,13645.0,-4494.0,14366.00365446146,4.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
10,16097.0,-97.0,16097.292256774119,5.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
11,-538.0,3512.0,3552.968899385414,6.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
12,-10476.0,3507.0,11047.426170832734,7.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
13,-1225.0,487.0,1318.2541484857918,8.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
14,807.0,-172.0,825.1260509764553,9.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
15,-225.0,-567.0,610.0114753018995,10.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
16,-876.0,-252.0,911.5261927119813,11.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
17,121.0,818.0,826.9008404881446,12.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
18,1003.0,1380.0,1705.9920867342848,13.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
19,1286.0,528.0,1390.1726511480508,14.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
20,156.0,-397.0,426.5501142890481,15.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
21,-311.0,-330.0,453.45451811620535,16.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
22,-60.0,-205.0,213.60009363293827,17.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
23,-134.0,-573.0,588.4598541956792,18.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
24,-531.0,-1298.0,1402.4139902325562,19.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
25,-208.0,-924.0,947.1219562442843,20.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
26,174.0,-255.0,308.70860046328477,21.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
27,392.0,-326.0,509.8431131240276,22.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
28,18.0,-366.0,366.4423556304593,23.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
29,-479.0,-227.0,530.0660336222271,24.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
30,-207.0,-224.0,305.0,25.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
31,16.0,-62.0,64.03124237432849,26.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
32,1132.0,-82.0,1134.9660787882606,27.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
33,654.0,120.0,664.9180400620817,28.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
34,403.0,271.0,485.64390246352315,29.015625,2.97113624082138,-78.86238621430492,-81.69141839409984
